epoch,acc,loss,val_acc,val_loss
0,0.3365414792342295,1.7563674996478431,0.37587071608105355,1.7311165490898457
1,0.4436307842532274,1.495816569367051,0.42630259125934866,1.5854780137555518
2,0.48408131952539674,1.377266626999535,0.4687935358038451,1.4725596080685963
3,0.5093977752215992,1.3086190410965128,0.5293953747728071,1.2726560912779294
4,0.5244969836459498,1.2652682740971746,0.5104485929311235,1.3358154209186919
5,0.5364229173205007,1.2304749135571669,0.530231262190025,1.3108153257505513
6,0.548383722150825,1.2106354368046022,0.5519643354777939,1.1943143737718036
7,0.5552882100648534,1.1837801795942446,0.5105879075034278,1.280086426556891
8,0.564250095897744,1.1669566495758505,0.5484814711950987,1.2253800436592792
9,0.5697248666188863,1.154496126611907,0.557118974677963,1.2005866278377075
10,0.5707361300038083,1.140977652230788,0.5827528559570361,1.1266607794465378
11,0.5830805174889215,1.123021437815261,0.5823349122650346,1.1178145581017167
12,0.5861491787854309,1.1122805384423653,0.5553078852130963,1.2326417253621278
13,0.5916239495107302,1.1031864774099525,0.5516857063331854,1.221144323762196
14,0.5955295184294034,1.0925154095498006,0.5879074951405976,1.105317186199878
15,0.5960874568511075,1.0821345022342674,0.5841460016717749,1.1539340494867485
16,0.6000278969250343,1.0788534573856523,0.5859570911200341,1.0988533871191795
17,0.6019458102322349,1.0642234464941627,0.5926441905823349,1.0785362119959006
18,0.6036196254859157,1.0566053616787328,0.5893006408802478,1.0993116187431513
19,0.6055724099473307,1.0561335793506585,0.5802451936804707,1.1313740964984123
20,0.6081180039794681,1.0492069908056723,0.5848425745665113,1.1250239752666902
21,0.6104194999487326,1.0390243544739677,0.5959877403176372,1.125143575880912
22,0.6140112285127316,1.0357725421546056,0.6125661744550597,1.050890394624278
23,0.6124420267133802,1.0377494473564088,0.6061577040792409,1.082884068026055
24,0.6168357917515641,1.0274090962055467,0.6072722206742825,1.0778124356010759
25,0.617951668588737,1.0254354622173074,0.6022568961045442,1.11704856046032
26,0.6193813857837015,1.0214554340589885,0.6199498467871857,1.0248798382219149
27,0.6242335562987736,1.0115587811007547,0.6107550849818891,1.0558290476917258
28,0.6214310645755465,1.0119283264220074,0.615909724190362,1.0503491896478936
29,0.626878683267413,1.0047053476733785,0.6164669824463639,1.0415727489005893
30,0.6252397391679467,1.0066101143818817,0.6008637503482864,1.1015959375248077
31,0.6256581929774698,1.0018117533163424,0.6012816940735031,1.063728526828348
32,0.629354534997357,0.9995238908511033,0.6191139593533601,1.0436227417948785
33,0.6329462635603169,0.9869878772587342,0.6103371412732801,1.0615148431047752
34,0.6295288907486836,0.9932735584148591,0.606018389531848,1.090720200312772
35,0.6321790982361896,0.9844589997552556,0.6108943995375857,1.0375310845380374
36,0.6378282247107369,0.981682249387072,0.617163555316189,1.0338755972573404
37,0.635596471043666,0.9766061683888673,0.6122875452855397,1.0391379868163808
38,0.63639850751889,0.975399598132684,0.610476455820673,1.0832745944201432
39,0.6424660878055585,0.9724226923421133,0.6089439955751489,1.0892764990228103
40,0.6580883635010359,0.9225272407557346,0.6398718305768725,0.9781767003680378
41,0.6634933919168672,0.9063401670744758,0.6433546949010867,0.9736478434329114
42,0.6699445548707955,0.8998068258237502,0.642797436595262,0.9699255249134243
43,0.6722460508462953,0.891142875882095,0.6419615492112593,0.9700197155311533
44,0.6714091432199745,0.8879195805702033,0.6462803009526914,0.9697449338339803
45,0.6698050702695264,0.8961499010447815,0.647673446675734,0.9670707034214389
46,0.6690727760944173,0.8908391262641341,0.642936751217389,0.9689497198192281
47,0.6717229835777663,0.8850596769649114,0.6485093340597368,0.9635639044028798
48,0.6731527007748094,0.8826598243205065,0.6478127611982155,0.9611176865849531
49,0.669665585662022,0.8848891262729268,0.6446085260850402,0.9665999030229872
50,0.6751323857302118,0.8805044500391884,0.6462803009526914,0.9604587977262684
51,0.6746247818519931,0.875059489730557,0.647673446675734,0.9657355594947232
52,0.6781284838350056,0.870646637585118,0.6475341320702146,0.9658660614314468
53,0.6758813263525305,0.8720567394597992,0.647255502925606,0.9661639112886794
54,0.6748613871764692,0.8769808737441919,0.6471161883533018,0.9659881359788826
55,0.6740244795501483,0.8768026421300146,0.6500417944049065,0.9639016374401742
56,0.6771628831488512,0.87185615242519,0.6507383672664278,0.9630790791759986
57,0.6774418523555462,0.8711949390124322,0.6492059069710809,0.9606445379229301
58,0.680231544447439,0.8685395937815293,0.6473948174979103,0.9627307605597262
59,0.6773023677532379,0.8718277651815437,0.6504597381218192,0.9603587469871279
60,0.6824284269628936,0.8631700553766674,0.6526887712786874,0.9588149331445712
61,0.677058269695561,0.8679424437489034,0.6500417944049065,0.961500743964018
62,0.6775115946618966,0.8698754177003051,0.6501811089439955,0.960901949142606
63,0.6801966732963424,0.8605479925032228,0.6475341320702146,0.9624323672688947
64,0.6776162081151867,0.8677221320141607,0.647673446675734,0.9599956837694238
